Time,Humphrey Hall,Jorns Halls,Gilman House,Mack House,Seed Building,DeJope Residence Hall,Phillips Residence Hall,Sullivan Residence Hall,Swenson House,Chamberlin Residence Hall,Cole Residence Hall,Veterinary Medicine Building,Tripp Residence Hall,Livestock Laboratory,Agricultural Engineering Laboratory,Veterinary Diagnostic Lab,Adams Residence Hall,Turner House, Kronshage Residence Hall, Leopold Residence Hall,Bakke Recreation & Wellbeing Center,Bradley Residence Hall,Jones Residence Hall,Goodnight Hall,Slichter Residence Hall,Carson Gulley Center
1/1/23 17:45,0.20 kW,0.87 kW,0.87 kW,0.20 kW,20.39 kW,0.20 kW,0.20 kW,0.20 kW,0.20 kW,0.87 kW,0.20 kW,36.67 kW,0.87 kW,19.79 kW,16.88 kW,19.79 kW,0.87 kW,0.20 kW,0.87 kW,0.87 kW,323.06 kW,0.20 kW,0.87 kW,16.88 kW,0.87 kW,0.87 kW
1/1/23 18:00,0.21 kW,0.76 kW,0.76 kW,0.21 kW,20.45 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.76 kW,0.21 kW,36.77 kW,0.76 kW,19.79 kW,16.98 kW,19.79 kW,0.76 kW,0.21 kW,0.76 kW,0.76 kW,323.77 kW,0.21 kW,0.76 kW,16.98 kW,0.76 kW,0.76 kW
1/1/23 18:15,0.21 kW,0.54 kW,0.54 kW,0.21 kW,20.42 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.54 kW,0.21 kW,36.78 kW,0.54 kW,19.76 kW,17.02 kW,19.76 kW,0.54 kW,0.21 kW,0.54 kW,0.54 kW,323.34 kW,0.21 kW,0.54 kW,17.02 kW,0.54 kW,0.54 kW
1/1/23 18:30,0.21 kW,0.46 kW,0.46 kW,0.21 kW,20.31 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.46 kW,0.21 kW,36.64 kW,0.46 kW,19.64 kW,17.00 kW,19.64 kW,0.46 kW,0.21 kW,0.46 kW,0.46 kW,321.81 kW,0.21 kW,0.46 kW,17.00 kW,0.46 kW,0.46 kW
1/1/23 18:45,0.21 kW,0.47 kW,0.47 kW,0.21 kW,20.33 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.47 kW,0.21 kW,36.85 kW,0.47 kW,19.67 kW,17.18 kW,19.67 kW,0.47 kW,0.21 kW,0.47 kW,0.47 kW,320.92 kW,0.21 kW,0.47 kW,17.18 kW,0.47 kW,0.47 kW
1/1/23 19:00,0.22 kW,0.48 kW,0.48 kW,0.22 kW,20.22 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,0.48 kW,0.22 kW,36.97 kW,0.48 kW,19.62 kW,17.35 kW,19.62 kW,0.48 kW,0.22 kW,0.48 kW,0.48 kW,319.82 kW,0.22 kW,0.48 kW,17.35 kW,0.48 kW,0.48 kW
1/1/23 19:15,0.23 kW,0.49 kW,0.49 kW,0.23 kW,20.27 kW,0.23 kW,0.23 kW,0.23 kW,0.23 kW,0.49 kW,0.23 kW,36.99 kW,0.49 kW,19.67 kW,17.32 kW,19.67 kW,0.49 kW,0.23 kW,0.49 kW,0.49 kW,319.63 kW,0.23 kW,0.49 kW,17.32 kW,0.49 kW,0.49 kW
1/1/23 19:30,0.53 kW,0.50 kW,0.50 kW,0.53 kW,20.27 kW,0.53 kW,0.53 kW,0.53 kW,0.53 kW,0.50 kW,0.53 kW,37.09 kW,0.50 kW,19.67 kW,17.42 kW,19.67 kW,0.50 kW,0.53 kW,0.50 kW,0.50 kW,320.13 kW,0.53 kW,0.50 kW,17.42 kW,0.50 kW,0.50 kW
1/1/23 19:45,0.56 kW,0.51 kW,0.51 kW,0.56 kW,20.22 kW,0.56 kW,0.56 kW,0.56 kW,0.56 kW,0.51 kW,0.56 kW,37.02 kW,0.51 kW,19.62 kW,17.40 kW,19.62 kW,0.51 kW,0.56 kW,0.51 kW,0.51 kW,320.47 kW,0.56 kW,0.51 kW,17.40 kW,0.51 kW,0.51 kW
1/1/23 20:00,0.22 kW,0.52 kW,0.52 kW,0.22 kW,20.17 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,0.52 kW,0.22 kW,37.10 kW,0.52 kW,19.60 kW,17.49 kW,19.60 kW,0.52 kW,0.22 kW,0.52 kW,0.52 kW,320.62 kW,0.22 kW,0.52 kW,17.49 kW,0.52 kW,0.52 kW
1/1/23 20:15,0.41 kW,0.53 kW,0.53 kW,0.41 kW,20.14 kW,0.41 kW,0.41 kW,0.41 kW,0.41 kW,0.53 kW,0.41 kW,37.10 kW,0.53 kW,19.57 kW,17.53 kW,19.57 kW,0.53 kW,0.41 kW,0.53 kW,0.53 kW,320.48 kW,0.41 kW,0.53 kW,17.53 kW,0.53 kW,0.53 kW
1/1/23 20:30,0.54 kW,0.54 kW,0.54 kW,0.54 kW,20.01 kW,0.54 kW,0.54 kW,0.54 kW,0.54 kW,0.54 kW,0.54 kW,36.94 kW,0.54 kW,19.44 kW,17.50 kW,19.44 kW,0.54 kW,0.54 kW,0.54 kW,0.54 kW,320.27 kW,0.54 kW,0.54 kW,17.50 kW,0.54 kW,0.54 kW
1/1/23 20:45,0.54 kW,0.55 kW,0.55 kW,0.54 kW,20.39 kW,0.54 kW,0.54 kW,0.54 kW,0.54 kW,0.55 kW,0.54 kW,37.43 kW,0.55 kW,19.82 kW,17.61 kW,19.82 kW,0.55 kW,0.54 kW,0.55 kW,0.55 kW,320.03 kW,0.54 kW,0.55 kW,17.61 kW,0.55 kW,0.55 kW
1/1/23 21:00,0.20 kW,0.57 kW,0.57 kW,0.20 kW,20.01 kW,0.20 kW,0.20 kW,0.20 kW,0.20 kW,0.57 kW,0.20 kW,37.16 kW,0.57 kW,19.51 kW,17.65 kW,19.51 kW,0.57 kW,0.20 kW,0.57 kW,0.57 kW,319.92 kW,0.20 kW,0.57 kW,17.65 kW,0.57 kW,0.57 kW
1/1/23 21:15,0.20 kW,0.58 kW,0.58 kW,0.20 kW,20.12 kW,0.20 kW,0.20 kW,0.20 kW,0.20 kW,0.58 kW,0.20 kW,37.29 kW,0.58 kW,19.62 kW,17.67 kW,19.62 kW,0.58 kW,0.20 kW,0.58 kW,0.58 kW,319.21 kW,0.20 kW,0.58 kW,17.67 kW,0.58 kW,0.58 kW
1/1/23 21:30,0.42 kW,0.60 kW,0.60 kW,0.42 kW,20.23 kW,0.42 kW,0.42 kW,0.42 kW,0.42 kW,0.60 kW,0.42 kW,37.54 kW,0.60 kW,19.73 kW,17.80 kW,19.73 kW,0.60 kW,0.42 kW,0.60 kW,0.60 kW,318.90 kW,0.42 kW,0.60 kW,17.80 kW,0.60 kW,0.60 kW
1/1/23 21:45,0.59 kW,0.36 kW,0.36 kW,0.59 kW,20.23 kW,0.59 kW,0.59 kW,0.59 kW,0.59 kW,0.36 kW,0.59 kW,37.57 kW,0.36 kW,19.73 kW,17.84 kW,19.73 kW,0.36 kW,0.59 kW,0.36 kW,0.36 kW,318.42 kW,0.59 kW,0.36 kW,17.84 kW,0.36 kW,0.36 kW
1/1/23 22:00,0.52 kW,0.95 kW,0.95 kW,0.52 kW,20.13 kW,0.52 kW,0.52 kW,0.52 kW,0.52 kW,0.95 kW,0.52 kW,32.95 kW,0.95 kW,19.70 kW,13.24 kW,19.70 kW,0.95 kW,0.52 kW,0.95 kW,0.95 kW,318.17 kW,0.52 kW,0.95 kW,13.24 kW,0.95 kW,0.95 kW
1/1/23 22:15,0.40 kW,0.70 kW,0.70 kW,0.40 kW,20.13 kW,0.40 kW,0.40 kW,0.40 kW,0.40 kW,0.70 kW,0.40 kW,32.95 kW,0.70 kW,19.71 kW,13.24 kW,19.71 kW,0.70 kW,0.40 kW,0.70 kW,0.70 kW,317.80 kW,0.40 kW,0.70 kW,13.24 kW,0.70 kW,0.70 kW
1/1/23 22:30,0.19 kW,0.54 kW,0.54 kW,0.19 kW,20.07 kW,0.19 kW,0.19 kW,0.19 kW,0.19 kW,0.54 kW,0.19 kW,32.93 kW,0.54 kW,19.65 kW,13.27 kW,19.65 kW,0.54 kW,0.19 kW,0.54 kW,0.54 kW,317.42 kW,0.19 kW,0.54 kW,13.27 kW,0.54 kW,0.54 kW
1/1/23 22:45,0.20 kW,0.83 kW,0.83 kW,0.20 kW,20.12 kW,0.20 kW,0.20 kW,0.20 kW,0.20 kW,0.83 kW,0.20 kW,33.11 kW,0.83 kW,19.70 kW,13.41 kW,19.70 kW,0.83 kW,0.20 kW,0.83 kW,0.83 kW,317.11 kW,0.20 kW,0.83 kW,13.41 kW,0.83 kW,0.83 kW
1/1/23 23:00,0.15 kW,0.79 kW,0.79 kW,0.15 kW,19.75 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.79 kW,0.15 kW,32.82 kW,0.79 kW,19.40 kW,13.42 kW,19.40 kW,0.79 kW,0.15 kW,0.79 kW,0.79 kW,317.38 kW,0.15 kW,0.79 kW,13.42 kW,0.79 kW,0.79 kW
1/1/23 23:15,0.15 kW,0.79 kW,0.79 kW,0.15 kW,19.80 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.79 kW,0.15 kW,33.18 kW,0.79 kW,19.46 kW,13.72 kW,19.46 kW,0.79 kW,0.15 kW,0.79 kW,0.79 kW,317.07 kW,0.15 kW,0.79 kW,13.72 kW,0.79 kW,0.79 kW
1/1/23 23:30,0.15 kW,0.79 kW,0.79 kW,0.15 kW,19.79 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.79 kW,0.15 kW,33.33 kW,0.79 kW,19.45 kW,13.88 kW,19.45 kW,0.79 kW,0.15 kW,0.79 kW,0.79 kW,317.06 kW,0.15 kW,0.79 kW,13.88 kW,0.79 kW,0.79 kW
1/1/23 23:45,0.15 kW,0.60 kW,0.60 kW,0.15 kW,19.74 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.60 kW,0.15 kW,33.40 kW,0.60 kW,19.39 kW,14.01 kW,19.39 kW,0.60 kW,0.15 kW,0.60 kW,0.60 kW,316.63 kW,0.15 kW,0.60 kW,14.01 kW,0.60 kW,0.60 kW
1/2/23 0:00,0.15 kW,0.63 kW,0.63 kW,0.15 kW,19.70 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.63 kW,0.15 kW,33.63 kW,0.63 kW,19.44 kW,14.19 kW,19.44 kW,0.63 kW,0.15 kW,0.63 kW,0.63 kW,316.65 kW,0.15 kW,0.63 kW,14.19 kW,0.63 kW,0.63 kW
1/2/23 0:15,0.15 kW,0.64 kW,0.64 kW,0.15 kW,19.67 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.64 kW,0.15 kW,34.67 kW,0.64 kW,19.41 kW,15.25 kW,19.41 kW,0.64 kW,0.15 kW,0.64 kW,0.64 kW,316.94 kW,0.15 kW,0.64 kW,15.25 kW,0.64 kW,0.64 kW
1/2/23 0:30,0.15 kW,0.90 kW,0.90 kW,0.15 kW,19.66 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.90 kW,0.15 kW,33.69 kW,0.90 kW,19.41 kW,14.29 kW,19.41 kW,0.90 kW,0.15 kW,0.90 kW,0.90 kW,316.56 kW,0.15 kW,0.90 kW,14.29 kW,0.90 kW,0.90 kW
1/2/23 0:45,0.15 kW,0.83 kW,0.83 kW,0.15 kW,20.67 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.83 kW,0.15 kW,34.82 kW,0.83 kW,20.41 kW,14.40 kW,20.41 kW,0.83 kW,0.15 kW,0.83 kW,0.83 kW,316.60 kW,0.15 kW,0.83 kW,14.40 kW,0.83 kW,0.83 kW
1/2/23 1:00,0.15 kW,0.68 kW,0.68 kW,0.15 kW,19.59 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.68 kW,0.15 kW,33.74 kW,0.68 kW,19.37 kW,14.37 kW,19.37 kW,0.68 kW,0.15 kW,0.68 kW,0.68 kW,316.89 kW,0.15 kW,0.68 kW,14.37 kW,0.68 kW,0.68 kW
1/2/23 1:15,0.15 kW,0.69 kW,0.69 kW,0.15 kW,19.57 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.69 kW,0.15 kW,33.80 kW,0.69 kW,19.35 kW,14.45 kW,19.35 kW,0.69 kW,0.15 kW,0.69 kW,0.69 kW,316.53 kW,0.15 kW,0.69 kW,14.45 kW,0.69 kW,0.69 kW
1/2/23 1:30,0.24 kW,0.70 kW,0.70 kW,0.24 kW,19.50 kW,0.24 kW,0.24 kW,0.24 kW,0.24 kW,0.70 kW,0.24 kW,33.75 kW,0.70 kW,19.28 kW,14.47 kW,19.28 kW,0.70 kW,0.24 kW,0.70 kW,0.70 kW,316.58 kW,0.24 kW,0.70 kW,14.47 kW,0.70 kW,0.70 kW
1/2/23 1:45,0.46 kW,0.71 kW,0.71 kW,0.46 kW,19.41 kW,0.46 kW,0.46 kW,0.46 kW,0.46 kW,0.71 kW,0.46 kW,33.77 kW,0.71 kW,19.19 kW,14.58 kW,19.19 kW,0.71 kW,0.46 kW,0.71 kW,0.71 kW,316.87 kW,0.46 kW,0.71 kW,14.58 kW,0.71 kW,0.71 kW
1/2/23 2:00,0.15 kW,0.72 kW,0.72 kW,0.15 kW,19.77 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.72 kW,0.15 kW,34.17 kW,0.72 kW,19.56 kW,14.60 kW,19.56 kW,0.72 kW,0.15 kW,0.72 kW,0.72 kW,316.52 kW,0.15 kW,0.72 kW,14.60 kW,0.72 kW,0.72 kW
1/2/23 2:15,0.15 kW,0.72 kW,0.72 kW,0.15 kW,19.34 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.72 kW,0.15 kW,33.68 kW,0.72 kW,19.13 kW,14.55 kW,19.13 kW,0.72 kW,0.15 kW,0.72 kW,0.72 kW,316.59 kW,0.15 kW,0.72 kW,14.55 kW,0.72 kW,0.72 kW
1/2/23 2:30,0.15 kW,0.73 kW,0.73 kW,0.15 kW,19.35 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.73 kW,0.15 kW,33.68 kW,0.73 kW,19.17 kW,14.51 kW,19.17 kW,0.73 kW,0.15 kW,0.73 kW,0.73 kW,316.99 kW,0.15 kW,0.73 kW,14.51 kW,0.73 kW,0.73 kW
1/2/23 2:45,0.15 kW,0.74 kW,0.74 kW,0.15 kW,19.32 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.74 kW,0.15 kW,33.61 kW,0.74 kW,19.15 kW,14.46 kW,19.15 kW,0.74 kW,0.15 kW,0.74 kW,0.74 kW,316.68 kW,0.15 kW,0.74 kW,14.46 kW,0.74 kW,0.74 kW
1/2/23 3:00,0.15 kW,1.07 kW,1.07 kW,0.15 kW,19.25 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,1.07 kW,0.15 kW,33.72 kW,1.07 kW,19.09 kW,14.63 kW,19.09 kW,1.07 kW,0.15 kW,1.07 kW,1.07 kW,316.80 kW,0.15 kW,1.07 kW,14.63 kW,1.07 kW,1.07 kW
1/2/23 3:15,0.15 kW,1.07 kW,1.07 kW,0.15 kW,19.38 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,1.07 kW,0.15 kW,34.26 kW,1.07 kW,19.21 kW,15.05 kW,19.21 kW,1.07 kW,0.15 kW,1.07 kW,1.07 kW,317.11 kW,0.15 kW,1.07 kW,15.05 kW,1.07 kW,1.07 kW
1/2/23 3:30,0.15 kW,1.07 kW,1.07 kW,0.15 kW,19.45 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,1.07 kW,0.15 kW,34.46 kW,1.07 kW,19.29 kW,15.18 kW,19.29 kW,1.07 kW,0.15 kW,1.07 kW,1.07 kW,316.75 kW,0.15 kW,1.07 kW,15.18 kW,1.07 kW,1.07 kW
1/2/23 3:45,0.15 kW,1.07 kW,1.07 kW,0.15 kW,19.43 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,1.07 kW,0.15 kW,34.52 kW,1.07 kW,19.27 kW,15.25 kW,19.27 kW,1.07 kW,0.15 kW,1.07 kW,1.07 kW,316.84 kW,0.15 kW,1.07 kW,15.25 kW,1.07 kW,1.07 kW
1/2/23 4:00,0.15 kW,0.86 kW,0.86 kW,0.15 kW,19.53 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.86 kW,0.15 kW,34.87 kW,0.86 kW,19.36 kW,15.51 kW,19.36 kW,0.86 kW,0.15 kW,0.86 kW,0.86 kW,316.57 kW,0.15 kW,0.86 kW,15.51 kW,0.86 kW,0.86 kW
1/2/23 4:15,0.15 kW,0.75 kW,0.75 kW,0.15 kW,19.68 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.75 kW,0.15 kW,35.22 kW,0.75 kW,19.51 kW,15.71 kW,19.51 kW,0.75 kW,0.15 kW,0.75 kW,0.75 kW,316.92 kW,0.15 kW,0.75 kW,15.71 kW,0.75 kW,0.75 kW
1/2/23 4:30,0.44 kW,0.85 kW,0.85 kW,0.44 kW,19.94 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.85 kW,0.44 kW,35.75 kW,0.85 kW,19.77 kW,15.98 kW,19.77 kW,0.85 kW,0.44 kW,0.85 kW,0.85 kW,316.74 kW,0.44 kW,0.85 kW,15.98 kW,0.85 kW,0.85 kW
1/2/23 4:45,0.48 kW,0.83 kW,0.83 kW,0.48 kW,20.35 kW,0.48 kW,0.48 kW,0.48 kW,0.48 kW,0.83 kW,0.48 kW,36.22 kW,0.83 kW,20.18 kW,16.04 kW,20.18 kW,0.83 kW,0.48 kW,0.83 kW,0.83 kW,317.06 kW,0.48 kW,0.83 kW,16.04 kW,0.83 kW,0.83 kW
1/2/23 5:00,0.48 kW,0.83 kW,0.83 kW,0.48 kW,20.44 kW,0.48 kW,0.48 kW,0.48 kW,0.48 kW,0.83 kW,0.48 kW,36.83 kW,0.83 kW,20.23 kW,16.60 kW,20.23 kW,0.83 kW,0.48 kW,0.83 kW,0.83 kW,317.19 kW,0.48 kW,0.83 kW,16.60 kW,0.83 kW,0.83 kW
1/2/23 5:15,0.48 kW,0.83 kW,0.83 kW,0.48 kW,20.89 kW,0.48 kW,0.48 kW,0.48 kW,0.48 kW,0.83 kW,0.48 kW,37.67 kW,0.83 kW,20.68 kW,16.99 kW,20.68 kW,0.83 kW,0.48 kW,0.83 kW,0.83 kW,317.61 kW,0.48 kW,0.83 kW,16.99 kW,0.83 kW,0.83 kW
1/2/23 5:30,0.49 kW,0.83 kW,0.83 kW,0.49 kW,21.08 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.83 kW,0.49 kW,38.31 kW,0.83 kW,20.87 kW,17.44 kW,20.87 kW,0.83 kW,0.49 kW,0.83 kW,0.83 kW,317.85 kW,0.49 kW,0.83 kW,17.44 kW,0.83 kW,0.83 kW
1/2/23 5:45,0.49 kW,0.84 kW,0.84 kW,0.49 kW,21.42 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.84 kW,0.49 kW,38.88 kW,0.84 kW,21.21 kW,17.66 kW,21.21 kW,0.84 kW,0.49 kW,0.84 kW,0.84 kW,318.63 kW,0.49 kW,0.84 kW,17.66 kW,0.84 kW,0.84 kW
1/2/23 6:00,0.40 kW,0.84 kW,0.84 kW,0.40 kW,21.71 kW,0.40 kW,0.40 kW,0.40 kW,0.40 kW,0.84 kW,0.40 kW,40.53 kW,0.84 kW,21.46 kW,19.07 kW,21.46 kW,0.84 kW,0.40 kW,0.84 kW,0.84 kW,318.84 kW,0.40 kW,0.84 kW,19.07 kW,0.84 kW,0.84 kW
1/2/23 6:15,0.42 kW,0.84 kW,0.84 kW,0.42 kW,24.75 kW,0.42 kW,0.42 kW,0.42 kW,0.42 kW,0.84 kW,0.42 kW,43.80 kW,0.84 kW,24.50 kW,19.29 kW,24.50 kW,0.84 kW,0.42 kW,0.84 kW,0.84 kW,318.96 kW,0.42 kW,0.84 kW,19.29 kW,0.84 kW,0.84 kW
1/2/23 6:30,0.43 kW,0.84 kW,0.84 kW,0.43 kW,25.26 kW,0.43 kW,0.43 kW,0.43 kW,0.43 kW,0.84 kW,0.43 kW,45.01 kW,0.84 kW,25.01 kW,20.01 kW,25.01 kW,0.84 kW,0.43 kW,0.84 kW,0.84 kW,322.45 kW,0.43 kW,0.84 kW,20.01 kW,0.84 kW,0.84 kW
1/2/23 6:45,0.42 kW,0.84 kW,0.84 kW,0.42 kW,26.02 kW,0.42 kW,0.42 kW,0.42 kW,0.42 kW,0.84 kW,0.42 kW,47.57 kW,0.84 kW,25.77 kW,21.79 kW,25.77 kW,0.84 kW,0.42 kW,0.84 kW,0.84 kW,325.12 kW,0.42 kW,0.84 kW,21.79 kW,0.84 kW,0.84 kW
1/2/23 7:00,0.48 kW,1.10 kW,1.10 kW,0.48 kW,28.20 kW,0.48 kW,0.48 kW,0.48 kW,0.48 kW,1.10 kW,0.48 kW,57.79 kW,1.10 kW,27.97 kW,29.82 kW,27.97 kW,1.10 kW,0.48 kW,1.10 kW,1.10 kW,328.87 kW,0.48 kW,1.10 kW,29.82 kW,1.10 kW,1.10 kW
1/2/23 7:15,0.47 kW,0.81 kW,0.81 kW,0.47 kW,29.05 kW,0.47 kW,0.47 kW,0.47 kW,0.47 kW,0.81 kW,0.47 kW,58.51 kW,0.81 kW,28.81 kW,29.70 kW,28.81 kW,0.81 kW,0.47 kW,0.81 kW,0.81 kW,331.80 kW,0.47 kW,0.81 kW,29.70 kW,0.81 kW,0.81 kW
1/2/23 7:30,0.49 kW,1.03 kW,1.03 kW,0.49 kW,29.48 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,1.03 kW,0.49 kW,58.25 kW,1.03 kW,29.24 kW,29.01 kW,29.24 kW,1.03 kW,0.49 kW,1.03 kW,1.03 kW,333.77 kW,0.49 kW,1.03 kW,29.01 kW,1.03 kW,1.03 kW
1/2/23 7:45,0.48 kW,0.85 kW,0.85 kW,0.48 kW,30.03 kW,0.48 kW,0.48 kW,0.48 kW,0.48 kW,0.85 kW,0.48 kW,58.32 kW,0.85 kW,29.79 kW,28.53 kW,29.79 kW,0.85 kW,0.48 kW,0.85 kW,0.85 kW,333.68 kW,0.48 kW,0.85 kW,28.53 kW,0.85 kW,0.85 kW
1/2/23 8:00,0.49 kW,0.73 kW,0.73 kW,0.49 kW,30.98 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.73 kW,0.49 kW,58.97 kW,0.73 kW,30.81 kW,28.16 kW,30.81 kW,0.73 kW,0.49 kW,0.73 kW,0.73 kW,335.27 kW,0.49 kW,0.73 kW,28.16 kW,0.73 kW,0.73 kW
1/2/23 8:15,0.47 kW,0.99 kW,0.99 kW,0.47 kW,31.15 kW,0.47 kW,0.47 kW,0.47 kW,0.47 kW,0.99 kW,0.47 kW,59.21 kW,0.99 kW,30.98 kW,28.23 kW,30.98 kW,0.99 kW,0.47 kW,0.99 kW,0.99 kW,334.79 kW,0.47 kW,0.99 kW,28.23 kW,0.99 kW,0.99 kW
1/2/23 8:30,0.44 kW,0.82 kW,0.82 kW,0.44 kW,27.61 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.82 kW,0.44 kW,51.83 kW,0.82 kW,27.44 kW,24.39 kW,27.44 kW,0.82 kW,0.44 kW,0.82 kW,0.82 kW,333.71 kW,0.44 kW,0.82 kW,24.39 kW,0.82 kW,0.82 kW
1/2/23 8:45,0.44 kW,0.82 kW,0.82 kW,0.44 kW,28.12 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.82 kW,0.44 kW,52.50 kW,0.82 kW,27.96 kW,24.55 kW,27.96 kW,0.82 kW,0.44 kW,0.82 kW,0.82 kW,335.63 kW,0.44 kW,0.82 kW,24.55 kW,0.82 kW,0.82 kW
1/2/23 9:00,0.44 kW,0.81 kW,0.81 kW,0.44 kW,28.33 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.81 kW,0.44 kW,52.75 kW,0.81 kW,28.16 kW,24.58 kW,28.16 kW,0.81 kW,0.44 kW,0.81 kW,0.81 kW,338.86 kW,0.44 kW,0.81 kW,24.58 kW,0.81 kW,0.81 kW
1/2/23 9:15,0.44 kW,0.79 kW,0.79 kW,0.44 kW,29.09 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.79 kW,0.44 kW,54.26 kW,0.79 kW,28.93 kW,25.34 kW,28.93 kW,0.79 kW,0.44 kW,0.79 kW,0.79 kW,340.35 kW,0.44 kW,0.79 kW,25.34 kW,0.79 kW,0.79 kW
1/2/23 9:30,0.31 kW,0.78 kW,0.78 kW,0.31 kW,29.28 kW,0.31 kW,0.31 kW,0.31 kW,0.31 kW,0.78 kW,0.31 kW,54.00 kW,0.78 kW,29.11 kW,24.89 kW,29.11 kW,0.78 kW,0.31 kW,0.78 kW,0.78 kW,341.96 kW,0.31 kW,0.78 kW,24.89 kW,0.78 kW,0.78 kW
1/2/23 9:45,0.11 kW,0.76 kW,0.76 kW,0.11 kW,30.19 kW,0.11 kW,0.11 kW,0.11 kW,0.11 kW,0.76 kW,0.11 kW,54.19 kW,0.76 kW,30.02 kW,24.16 kW,30.02 kW,0.76 kW,0.11 kW,0.76 kW,0.76 kW,343.26 kW,0.11 kW,0.76 kW,24.16 kW,0.76 kW,0.76 kW
1/2/23 10:00,0.10 kW,0.78 kW,0.78 kW,0.10 kW,29.73 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.78 kW,0.10 kW,53.55 kW,0.78 kW,29.41 kW,24.15 kW,29.41 kW,0.78 kW,0.10 kW,0.78 kW,0.78 kW,345.14 kW,0.10 kW,0.78 kW,24.15 kW,0.78 kW,0.78 kW
1/2/23 10:15,0.10 kW,1.04 kW,1.04 kW,0.10 kW,29.66 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,1.04 kW,0.10 kW,54.24 kW,1.04 kW,29.33 kW,24.91 kW,29.33 kW,1.04 kW,0.10 kW,1.04 kW,1.04 kW,347.05 kW,0.10 kW,1.04 kW,24.91 kW,1.04 kW,1.04 kW
1/2/23 10:30,0.10 kW,0.72 kW,0.72 kW,0.10 kW,29.99 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.72 kW,0.10 kW,53.24 kW,0.72 kW,29.66 kW,23.57 kW,29.66 kW,0.72 kW,0.10 kW,0.72 kW,0.72 kW,348.78 kW,0.10 kW,0.72 kW,23.57 kW,0.72 kW,0.72 kW
1/2/23 10:45,0.10 kW,0.67 kW,0.67 kW,0.10 kW,30.63 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.67 kW,0.10 kW,53.60 kW,0.67 kW,30.48 kW,23.12 kW,30.48 kW,0.67 kW,0.10 kW,0.67 kW,0.67 kW,349.98 kW,0.10 kW,0.67 kW,23.12 kW,0.67 kW,0.67 kW
1/2/23 11:00,0.18 kW,0.64 kW,0.64 kW,0.18 kW,29.50 kW,0.18 kW,0.18 kW,0.18 kW,0.18 kW,0.64 kW,0.18 kW,52.16 kW,0.64 kW,29.35 kW,22.81 kW,29.35 kW,0.64 kW,0.18 kW,0.64 kW,0.64 kW,350.81 kW,0.18 kW,0.64 kW,22.81 kW,0.64 kW,0.64 kW
1/2/23 11:15,0.43 kW,0.62 kW,0.62 kW,0.43 kW,28.92 kW,0.43 kW,0.43 kW,0.43 kW,0.43 kW,0.62 kW,0.43 kW,51.08 kW,0.62 kW,28.77 kW,22.31 kW,28.77 kW,0.62 kW,0.43 kW,0.62 kW,0.62 kW,351.03 kW,0.43 kW,0.62 kW,22.31 kW,0.62 kW,0.62 kW
