Time,Humphrey Hall,Jorns Halls,Gilman House,Mack House,Seed Building,DeJope Residence Hall,Phillips Residence Hall,Sullivan Residence Hall,Swenson House,Chamberlin Residence Hall,Cole Residence Hall,Veterinary Medicine Building,Tripp Residence Hall,Livestock Laboratory,Agricultural Engineering Laboratory,Veterinary Diagnostic Lab,Adams Residence Hall,Turner House, Kronshage Residence Hall, Leopold Residence Hall,Bakke Recreation & Wellbeing Center,Bradley Residence Hall,Jones Residence Hall,Goodnight Hall,Slichter Residence Hall,Carson Gulley Center
10/9/23 9:45,0.06 kW,0.10 kW,0.10 kW,0.06 kW,58.02 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.10 kW,0.06 kW,99.41 kW,0.10 kW,57.86 kW,41.54 kW,57.86 kW,0.10 kW,0.06 kW,0.10 kW,0.10 kW,335.29 kW,0.06 kW,0.10 kW,41.54 kW,0.10 kW,0.10 kW
10/9/23 10:00,0.06 kW,0.07 kW,0.07 kW,0.06 kW,58.25 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,101.14 kW,0.07 kW,58.10 kW,43.04 kW,58.10 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,335.62 kW,0.06 kW,0.07 kW,43.04 kW,0.07 kW,0.07 kW
10/9/23 10:15,0.06 kW,0.07 kW,0.07 kW,0.06 kW,57.67 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,102.36 kW,0.07 kW,57.53 kW,44.83 kW,57.53 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,335.36 kW,0.06 kW,0.07 kW,44.83 kW,0.07 kW,0.07 kW
10/9/23 10:30,0.06 kW,0.07 kW,0.07 kW,0.06 kW,57.93 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,104.81 kW,0.07 kW,57.66 kW,47.16 kW,57.66 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,334.29 kW,0.06 kW,0.07 kW,47.16 kW,0.07 kW,0.07 kW
10/9/23 10:45,0.06 kW,0.07 kW,0.07 kW,0.06 kW,57.73 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,104.55 kW,0.07 kW,57.46 kW,47.09 kW,57.46 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,333.76 kW,0.06 kW,0.07 kW,47.09 kW,0.07 kW,0.07 kW
10/9/23 11:00,0.06 kW,0.07 kW,0.07 kW,0.06 kW,57.97 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,105.03 kW,0.07 kW,57.71 kW,47.32 kW,57.71 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,333.85 kW,0.06 kW,0.07 kW,47.32 kW,0.07 kW,0.07 kW
10/9/23 11:15,0.06 kW,0.07 kW,0.07 kW,0.06 kW,58.61 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,105.90 kW,0.07 kW,58.34 kW,47.56 kW,58.34 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,334.52 kW,0.06 kW,0.07 kW,47.56 kW,0.07 kW,0.07 kW
10/9/23 11:30,0.06 kW,0.07 kW,0.07 kW,0.06 kW,59.57 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,106.74 kW,0.07 kW,59.30 kW,47.43 kW,59.30 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,334.23 kW,0.06 kW,0.07 kW,47.43 kW,0.07 kW,0.07 kW
10/9/23 11:45,0.06 kW,0.07 kW,0.07 kW,0.06 kW,61.19 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,107.73 kW,0.07 kW,60.92 kW,46.81 kW,60.92 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,335.07 kW,0.06 kW,0.07 kW,46.81 kW,0.07 kW,0.07 kW
10/9/23 12:00,0.06 kW,0.07 kW,0.07 kW,0.06 kW,62.46 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,108.45 kW,0.07 kW,62.19 kW,46.26 kW,62.19 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,334.97 kW,0.06 kW,0.07 kW,46.26 kW,0.07 kW,0.07 kW
10/9/23 12:15,0.06 kW,0.07 kW,0.07 kW,0.06 kW,62.27 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.07 kW,0.06 kW,106.38 kW,0.07 kW,62.00 kW,44.38 kW,62.00 kW,0.07 kW,0.06 kW,0.07 kW,0.07 kW,334.89 kW,0.06 kW,0.07 kW,44.38 kW,0.07 kW,0.07 kW
10/9/23 12:30,0.06 kW,0.08 kW,0.08 kW,0.06 kW,62.88 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.08 kW,0.06 kW,105.83 kW,0.08 kW,62.61 kW,43.21 kW,62.61 kW,0.08 kW,0.06 kW,0.08 kW,0.08 kW,335.13 kW,0.06 kW,0.08 kW,43.21 kW,0.08 kW,0.08 kW
10/9/23 12:45,0.06 kW,0.30 kW,0.30 kW,0.06 kW,61.54 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.30 kW,0.06 kW,105.48 kW,0.30 kW,61.27 kW,44.21 kW,61.27 kW,0.30 kW,0.06 kW,0.30 kW,0.30 kW,335.29 kW,0.06 kW,0.30 kW,44.21 kW,0.30 kW,0.30 kW
10/9/23 13:00,0.06 kW,0.31 kW,0.31 kW,0.06 kW,61.00 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.31 kW,0.06 kW,104.84 kW,0.31 kW,60.74 kW,44.10 kW,60.74 kW,0.31 kW,0.06 kW,0.31 kW,0.31 kW,334.82 kW,0.06 kW,0.31 kW,44.10 kW,0.31 kW,0.31 kW
10/9/23 13:15,0.06 kW,0.43 kW,0.43 kW,0.06 kW,60.16 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.43 kW,0.06 kW,102.73 kW,0.43 kW,59.89 kW,42.83 kW,59.89 kW,0.43 kW,0.06 kW,0.43 kW,0.43 kW,334.52 kW,0.06 kW,0.43 kW,42.83 kW,0.43 kW,0.43 kW
10/9/23 13:30,0.06 kW,0.50 kW,0.50 kW,0.06 kW,61.36 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.50 kW,0.06 kW,104.59 kW,0.50 kW,61.10 kW,43.50 kW,61.10 kW,0.50 kW,0.06 kW,0.50 kW,0.50 kW,334.33 kW,0.06 kW,0.50 kW,43.50 kW,0.50 kW,0.50 kW
10/9/23 13:45,0.06 kW,0.43 kW,0.43 kW,0.06 kW,60.53 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.43 kW,0.06 kW,104.63 kW,0.43 kW,60.26 kW,44.37 kW,60.26 kW,0.43 kW,0.06 kW,0.43 kW,0.43 kW,334.48 kW,0.06 kW,0.43 kW,44.37 kW,0.43 kW,0.43 kW
10/9/23 14:00,0.06 kW,0.72 kW,0.72 kW,0.06 kW,61.36 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.72 kW,0.06 kW,104.35 kW,0.72 kW,61.08 kW,43.27 kW,61.08 kW,0.72 kW,0.06 kW,0.72 kW,0.72 kW,335.46 kW,0.06 kW,0.72 kW,43.27 kW,0.72 kW,0.72 kW
10/9/23 14:15,0.06 kW,0.67 kW,0.67 kW,0.06 kW,62.51 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.67 kW,0.06 kW,105.23 kW,0.67 kW,62.23 kW,43.01 kW,62.23 kW,0.67 kW,0.06 kW,0.67 kW,0.67 kW,337.50 kW,0.06 kW,0.67 kW,43.01 kW,0.67 kW,0.67 kW
10/9/23 14:30,0.06 kW,0.68 kW,0.68 kW,0.06 kW,61.95 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.68 kW,0.06 kW,104.37 kW,0.68 kW,61.66 kW,42.71 kW,61.66 kW,0.68 kW,0.06 kW,0.68 kW,0.68 kW,338.28 kW,0.06 kW,0.68 kW,42.71 kW,0.68 kW,0.68 kW
10/9/23 14:45,0.06 kW,0.69 kW,0.69 kW,0.06 kW,62.35 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.69 kW,0.06 kW,103.57 kW,0.69 kW,62.06 kW,41.51 kW,62.06 kW,0.69 kW,0.06 kW,0.69 kW,0.69 kW,333.49 kW,0.06 kW,0.69 kW,41.51 kW,0.69 kW,0.69 kW
10/9/23 15:00,0.06 kW,0.70 kW,0.70 kW,0.06 kW,61.10 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.70 kW,0.06 kW,102.00 kW,0.70 kW,60.74 kW,41.26 kW,60.74 kW,0.70 kW,0.06 kW,0.70 kW,0.70 kW,326.46 kW,0.06 kW,0.70 kW,41.26 kW,0.70 kW,0.70 kW
10/9/23 15:15,0.06 kW,0.71 kW,0.71 kW,0.06 kW,59.89 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.71 kW,0.06 kW,100.62 kW,0.71 kW,59.53 kW,41.09 kW,59.53 kW,0.71 kW,0.06 kW,0.71 kW,0.71 kW,323.48 kW,0.06 kW,0.71 kW,41.09 kW,0.71 kW,0.71 kW
10/9/23 15:30,0.06 kW,0.55 kW,0.55 kW,0.06 kW,56.89 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.55 kW,0.06 kW,97.36 kW,0.55 kW,56.53 kW,40.83 kW,56.53 kW,0.55 kW,0.06 kW,0.55 kW,0.55 kW,318.75 kW,0.06 kW,0.55 kW,40.83 kW,0.55 kW,0.55 kW
10/9/23 15:45,0.06 kW,0.39 kW,0.39 kW,0.06 kW,55.86 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.39 kW,0.06 kW,95.37 kW,0.39 kW,55.49 kW,39.87 kW,55.49 kW,0.39 kW,0.06 kW,0.39 kW,0.39 kW,313.44 kW,0.06 kW,0.39 kW,39.87 kW,0.39 kW,0.39 kW
10/9/23 16:00,0.09 kW,0.43 kW,0.43 kW,0.09 kW,51.84 kW,0.09 kW,0.09 kW,0.09 kW,0.09 kW,0.43 kW,0.09 kW,87.93 kW,0.43 kW,51.32 kW,36.61 kW,51.32 kW,0.43 kW,0.09 kW,0.43 kW,0.43 kW,307.23 kW,0.09 kW,0.43 kW,36.61 kW,0.43 kW,0.43 kW
10/9/23 16:15,0.10 kW,0.44 kW,0.44 kW,0.10 kW,50.06 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.44 kW,0.10 kW,82.41 kW,0.44 kW,49.54 kW,32.87 kW,49.54 kW,0.44 kW,0.10 kW,0.44 kW,0.44 kW,302.89 kW,0.10 kW,0.44 kW,32.87 kW,0.44 kW,0.44 kW
10/9/23 16:30,0.10 kW,0.19 kW,0.19 kW,0.10 kW,48.26 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.19 kW,0.10 kW,77.45 kW,0.19 kW,47.74 kW,29.70 kW,47.74 kW,0.19 kW,0.10 kW,0.19 kW,0.19 kW,300.50 kW,0.10 kW,0.19 kW,29.70 kW,0.19 kW,0.19 kW
10/9/23 16:45,0.10 kW,0.19 kW,0.19 kW,0.10 kW,47.21 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.19 kW,0.10 kW,72.98 kW,0.19 kW,46.70 kW,26.28 kW,46.70 kW,0.19 kW,0.10 kW,0.19 kW,0.19 kW,297.93 kW,0.10 kW,0.19 kW,26.28 kW,0.19 kW,0.19 kW
10/9/23 17:00,0.11 kW,0.18 kW,0.18 kW,0.11 kW,46.57 kW,0.11 kW,0.11 kW,0.11 kW,0.11 kW,0.18 kW,0.11 kW,70.22 kW,0.18 kW,46.03 kW,24.19 kW,46.03 kW,0.18 kW,0.11 kW,0.18 kW,0.18 kW,295.30 kW,0.11 kW,0.18 kW,24.19 kW,0.18 kW,0.18 kW
10/9/23 17:15,0.10 kW,0.17 kW,0.17 kW,0.10 kW,46.39 kW,0.10 kW,0.10 kW,0.10 kW,0.10 kW,0.17 kW,0.10 kW,67.28 kW,0.17 kW,45.85 kW,21.43 kW,45.85 kW,0.17 kW,0.10 kW,0.17 kW,0.17 kW,291.24 kW,0.10 kW,0.17 kW,21.43 kW,0.17 kW,0.17 kW
10/9/23 17:30,0.42 kW,0.17 kW,0.17 kW,0.42 kW,46.15 kW,0.42 kW,0.42 kW,0.42 kW,0.42 kW,0.17 kW,0.42 kW,65.81 kW,0.17 kW,45.60 kW,20.21 kW,45.60 kW,0.17 kW,0.42 kW,0.17 kW,0.17 kW,287.96 kW,0.42 kW,0.17 kW,20.21 kW,0.17 kW,0.17 kW
10/9/23 17:45,0.43 kW,0.17 kW,0.17 kW,0.43 kW,46.02 kW,0.43 kW,0.43 kW,0.43 kW,0.43 kW,0.17 kW,0.43 kW,64.55 kW,0.17 kW,45.47 kW,19.07 kW,45.47 kW,0.17 kW,0.43 kW,0.17 kW,0.17 kW,284.84 kW,0.43 kW,0.17 kW,19.07 kW,0.17 kW,0.17 kW
10/9/23 18:00,0.44 kW,0.17 kW,0.17 kW,0.44 kW,45.70 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.17 kW,0.44 kW,63.43 kW,0.17 kW,45.21 kW,18.22 kW,45.21 kW,0.17 kW,0.44 kW,0.17 kW,0.17 kW,282.60 kW,0.44 kW,0.17 kW,18.22 kW,0.17 kW,0.17 kW
10/9/23 18:15,0.25 kW,0.17 kW,0.17 kW,0.25 kW,49.48 kW,0.25 kW,0.25 kW,0.25 kW,0.25 kW,0.17 kW,0.25 kW,70.14 kW,0.17 kW,49.00 kW,21.14 kW,49.00 kW,0.17 kW,0.25 kW,0.17 kW,0.17 kW,285.19 kW,0.25 kW,0.17 kW,21.14 kW,0.17 kW,0.17 kW
10/9/23 18:30,0.12 kW,0.17 kW,0.17 kW,0.12 kW,49.54 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.17 kW,0.12 kW,69.50 kW,0.17 kW,49.06 kW,20.44 kW,49.06 kW,0.17 kW,0.12 kW,0.17 kW,0.17 kW,284.57 kW,0.12 kW,0.17 kW,20.44 kW,0.17 kW,0.17 kW
10/9/23 18:45,0.12 kW,0.17 kW,0.17 kW,0.12 kW,49.54 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.17 kW,0.12 kW,68.81 kW,0.17 kW,49.06 kW,19.75 kW,49.06 kW,0.17 kW,0.12 kW,0.17 kW,0.17 kW,284.22 kW,0.12 kW,0.17 kW,19.75 kW,0.17 kW,0.17 kW
10/9/23 19:00,0.12 kW,0.49 kW,0.49 kW,0.12 kW,49.47 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.49 kW,0.12 kW,68.07 kW,0.49 kW,48.96 kW,19.11 kW,48.96 kW,0.49 kW,0.12 kW,0.49 kW,0.49 kW,283.80 kW,0.12 kW,0.49 kW,19.11 kW,0.49 kW,0.49 kW
10/9/23 19:15,0.12 kW,0.29 kW,0.29 kW,0.12 kW,49.47 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.29 kW,0.12 kW,67.74 kW,0.29 kW,48.97 kW,18.77 kW,48.97 kW,0.29 kW,0.12 kW,0.29 kW,0.29 kW,283.07 kW,0.12 kW,0.29 kW,18.77 kW,0.29 kW,0.29 kW
10/9/23 19:30,0.12 kW,0.16 kW,0.16 kW,0.12 kW,49.36 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.16 kW,0.12 kW,67.30 kW,0.16 kW,48.86 kW,18.45 kW,48.86 kW,0.16 kW,0.12 kW,0.16 kW,0.16 kW,282.30 kW,0.12 kW,0.16 kW,18.45 kW,0.16 kW,0.16 kW
10/9/23 19:45,0.12 kW,0.16 kW,0.16 kW,0.12 kW,49.73 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.16 kW,0.12 kW,67.39 kW,0.16 kW,49.22 kW,18.17 kW,49.22 kW,0.16 kW,0.12 kW,0.16 kW,0.16 kW,209.35 kW,0.12 kW,0.16 kW,18.17 kW,0.16 kW,0.16 kW
10/9/23 20:00,0.12 kW,0.16 kW,0.16 kW,0.12 kW,49.42 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.16 kW,0.12 kW,66.99 kW,0.16 kW,48.93 kW,18.06 kW,48.93 kW,0.16 kW,0.12 kW,0.16 kW,0.16 kW,219.51 kW,0.12 kW,0.16 kW,18.06 kW,0.16 kW,0.16 kW
10/9/23 20:15,0.40 kW,0.15 kW,0.15 kW,0.40 kW,49.45 kW,0.40 kW,0.40 kW,0.40 kW,0.40 kW,0.15 kW,0.40 kW,66.83 kW,0.15 kW,48.95 kW,17.88 kW,48.95 kW,0.15 kW,0.40 kW,0.15 kW,0.15 kW,222.38 kW,0.40 kW,0.15 kW,17.88 kW,0.15 kW,0.15 kW
10/9/23 20:30,0.39 kW,0.15 kW,0.15 kW,0.39 kW,49.60 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.15 kW,0.39 kW,66.95 kW,0.15 kW,49.09 kW,17.86 kW,49.09 kW,0.15 kW,0.39 kW,0.15 kW,0.15 kW,242.08 kW,0.39 kW,0.15 kW,17.86 kW,0.15 kW,0.15 kW
10/9/23 20:45,0.39 kW,0.15 kW,0.15 kW,0.39 kW,49.66 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.15 kW,0.39 kW,66.97 kW,0.15 kW,49.16 kW,17.81 kW,49.16 kW,0.15 kW,0.39 kW,0.15 kW,0.15 kW,244.44 kW,0.39 kW,0.15 kW,17.81 kW,0.15 kW,0.15 kW
10/9/23 21:00,0.39 kW,0.15 kW,0.15 kW,0.39 kW,49.49 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.15 kW,0.39 kW,62.42 kW,0.15 kW,49.03 kW,13.38 kW,49.03 kW,0.15 kW,0.39 kW,0.15 kW,0.15 kW,234.51 kW,0.39 kW,0.15 kW,13.38 kW,0.15 kW,0.15 kW
10/9/23 21:15,0.08 kW,0.63 kW,0.63 kW,0.08 kW,49.50 kW,0.08 kW,0.08 kW,0.08 kW,0.08 kW,0.63 kW,0.08 kW,62.44 kW,0.63 kW,49.06 kW,13.38 kW,49.06 kW,0.63 kW,0.08 kW,0.63 kW,0.63 kW,236.47 kW,0.08 kW,0.63 kW,13.38 kW,0.63 kW,0.63 kW
10/9/23 21:30,0.06 kW,0.64 kW,0.64 kW,0.06 kW,49.44 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.64 kW,0.06 kW,62.35 kW,0.64 kW,49.00 kW,13.35 kW,49.00 kW,0.64 kW,0.06 kW,0.64 kW,0.64 kW,235.95 kW,0.06 kW,0.64 kW,13.35 kW,0.64 kW,0.64 kW
10/9/23 21:45,0.06 kW,0.65 kW,0.65 kW,0.06 kW,49.49 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.65 kW,0.06 kW,62.41 kW,0.65 kW,49.04 kW,13.36 kW,49.04 kW,0.65 kW,0.06 kW,0.65 kW,0.65 kW,235.35 kW,0.06 kW,0.65 kW,13.36 kW,0.65 kW,0.65 kW
10/9/23 22:00,0.09 kW,0.45 kW,0.45 kW,0.09 kW,49.03 kW,0.09 kW,0.09 kW,0.09 kW,0.09 kW,0.45 kW,0.09 kW,61.76 kW,0.45 kW,48.71 kW,13.05 kW,48.71 kW,0.45 kW,0.09 kW,0.45 kW,0.45 kW,235.26 kW,0.09 kW,0.45 kW,13.05 kW,0.45 kW,0.45 kW
10/9/23 22:15,0.06 kW,0.45 kW,0.45 kW,0.06 kW,48.97 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.45 kW,0.06 kW,61.65 kW,0.45 kW,48.65 kW,13.00 kW,48.65 kW,0.45 kW,0.06 kW,0.45 kW,0.45 kW,235.39 kW,0.06 kW,0.45 kW,13.00 kW,0.45 kW,0.45 kW
10/9/23 22:30,0.38 kW,0.45 kW,0.45 kW,0.38 kW,49.01 kW,0.38 kW,0.38 kW,0.38 kW,0.38 kW,0.45 kW,0.38 kW,61.75 kW,0.45 kW,48.70 kW,13.05 kW,48.70 kW,0.45 kW,0.38 kW,0.45 kW,0.45 kW,235.55 kW,0.38 kW,0.45 kW,13.05 kW,0.45 kW,0.45 kW
10/9/23 22:45,0.39 kW,0.16 kW,0.16 kW,0.39 kW,48.97 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.16 kW,0.39 kW,61.71 kW,0.16 kW,48.66 kW,13.05 kW,48.66 kW,0.16 kW,0.39 kW,0.16 kW,0.16 kW,235.68 kW,0.39 kW,0.16 kW,13.05 kW,0.16 kW,0.16 kW
10/9/23 23:00,0.34 kW,0.15 kW,0.15 kW,0.34 kW,48.84 kW,0.34 kW,0.34 kW,0.34 kW,0.34 kW,0.15 kW,0.34 kW,61.66 kW,0.15 kW,48.67 kW,12.99 kW,48.67 kW,0.15 kW,0.34 kW,0.15 kW,0.15 kW,236.21 kW,0.34 kW,0.15 kW,12.99 kW,0.15 kW,0.15 kW
10/9/23 23:15,0.06 kW,0.15 kW,0.15 kW,0.06 kW,48.85 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.15 kW,0.06 kW,61.73 kW,0.15 kW,48.68 kW,13.05 kW,48.68 kW,0.15 kW,0.06 kW,0.15 kW,0.15 kW,236.74 kW,0.06 kW,0.15 kW,13.05 kW,0.15 kW,0.15 kW
10/9/23 23:30,0.06 kW,0.14 kW,0.14 kW,0.06 kW,48.79 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.14 kW,0.06 kW,61.61 kW,0.14 kW,48.62 kW,12.99 kW,48.62 kW,0.14 kW,0.06 kW,0.14 kW,0.14 kW,237.18 kW,0.06 kW,0.14 kW,12.99 kW,0.14 kW,0.14 kW
10/9/23 23:45,0.06 kW,0.14 kW,0.14 kW,0.06 kW,48.84 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.14 kW,0.06 kW,61.72 kW,0.14 kW,48.67 kW,13.05 kW,48.67 kW,0.14 kW,0.06 kW,0.14 kW,0.14 kW,237.58 kW,0.06 kW,0.14 kW,13.05 kW,0.14 kW,0.14 kW
10/10/23 0:00,0.06 kW,0.13 kW,0.13 kW,0.06 kW,48.83 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,61.70 kW,0.13 kW,48.66 kW,13.04 kW,48.66 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,237.61 kW,0.06 kW,0.13 kW,13.04 kW,0.13 kW,0.13 kW
10/10/23 0:15,0.06 kW,0.13 kW,0.13 kW,0.06 kW,48.72 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,61.54 kW,0.13 kW,48.55 kW,12.98 kW,48.55 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,237.57 kW,0.06 kW,0.13 kW,12.98 kW,0.13 kW,0.13 kW
10/10/23 0:30,0.06 kW,0.13 kW,0.13 kW,0.06 kW,49.71 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,62.57 kW,0.13 kW,49.54 kW,13.03 kW,49.54 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,237.47 kW,0.06 kW,0.13 kW,13.03 kW,0.13 kW,0.13 kW
10/10/23 0:45,0.06 kW,0.13 kW,0.13 kW,0.06 kW,48.61 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.13 kW,0.06 kW,61.47 kW,0.13 kW,48.44 kW,13.03 kW,48.44 kW,0.13 kW,0.06 kW,0.13 kW,0.13 kW,237.35 kW,0.06 kW,0.13 kW,13.03 kW,0.13 kW,0.13 kW
10/10/23 1:00,0.06 kW,0.12 kW,0.12 kW,0.06 kW,48.98 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,61.78 kW,0.12 kW,48.81 kW,12.97 kW,48.81 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,237.31 kW,0.06 kW,0.12 kW,12.97 kW,0.12 kW,0.12 kW
10/10/23 1:15,0.06 kW,0.12 kW,0.12 kW,0.06 kW,48.60 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,61.45 kW,0.12 kW,48.42 kW,13.03 kW,48.42 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,237.34 kW,0.06 kW,0.12 kW,13.03 kW,0.12 kW,0.12 kW
10/10/23 1:30,0.06 kW,0.12 kW,0.12 kW,0.06 kW,48.53 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,61.32 kW,0.12 kW,48.35 kW,12.97 kW,48.35 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,237.51 kW,0.06 kW,0.12 kW,12.97 kW,0.12 kW,0.12 kW
10/10/23 1:45,0.06 kW,0.12 kW,0.12 kW,0.06 kW,48.57 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,62.40 kW,0.12 kW,48.39 kW,14.01 kW,48.39 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,237.61 kW,0.06 kW,0.12 kW,14.01 kW,0.12 kW,0.12 kW
10/10/23 2:00,0.06 kW,0.11 kW,0.11 kW,0.06 kW,48.54 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.11 kW,0.06 kW,61.44 kW,0.11 kW,48.38 kW,13.06 kW,48.38 kW,0.11 kW,0.06 kW,0.11 kW,0.11 kW,237.54 kW,0.06 kW,0.11 kW,13.06 kW,0.11 kW,0.11 kW
10/10/23 2:15,0.06 kW,0.12 kW,0.12 kW,0.06 kW,48.53 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,61.41 kW,0.12 kW,48.37 kW,13.04 kW,48.37 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,237.37 kW,0.06 kW,0.12 kW,13.04 kW,0.12 kW,0.12 kW
10/10/23 2:30,0.06 kW,0.12 kW,0.12 kW,0.06 kW,48.64 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,61.61 kW,0.12 kW,48.47 kW,13.14 kW,48.47 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,236.86 kW,0.06 kW,0.12 kW,13.14 kW,0.12 kW,0.12 kW
10/10/23 2:45,0.06 kW,0.12 kW,0.12 kW,0.06 kW,48.64 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.12 kW,0.06 kW,61.65 kW,0.12 kW,48.47 kW,13.18 kW,48.47 kW,0.12 kW,0.06 kW,0.12 kW,0.12 kW,236.44 kW,0.06 kW,0.12 kW,13.18 kW,0.12 kW,0.12 kW
10/10/23 3:00,0.06 kW,0.32 kW,0.32 kW,0.06 kW,48.75 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.32 kW,0.06 kW,61.89 kW,0.32 kW,48.57 kW,13.31 kW,48.57 kW,0.32 kW,0.06 kW,0.32 kW,0.32 kW,236.70 kW,0.06 kW,0.32 kW,13.31 kW,0.32 kW,0.32 kW
10/10/23 3:15,0.06 kW,0.31 kW,0.31 kW,0.06 kW,48.90 kW,0.06 kW,0.06 kW,0.06 kW,0.06 kW,0.31 kW,0.06 kW,62.28 kW,0.31 kW,48.73 kW,13.55 kW,48.73 kW,0.31 kW,0.06 kW,0.31 kW,0.31 kW,237.02 kW,0.06 kW,0.31 kW,13.55 kW,0.31 kW,0.31 kW
